round,grad_norm,duration_s,status
1,5.5397,0.0077,active
2,5.2731,0.0088,active
3,5.3926,0.0031,active
4,5.087,0.0054,active
5,5.2858,0.012,active
6,5.5283,0.0022,active
7,5.4386,0.0113,active
8,5.4354,0.0022,active
9,5.6564,0.0034,active
10,5.5404,0.0022,active
11,5.3834,0.0062,active
12,5.617,0.0077,active
13,5.5859,0.0052,active
14,5.3755,0.0055,active
15,5.7276,0.0025,active
16,5.3069,0.0029,active
17,5.4176,0.0117,active
18,5.248,0.0107,active
19,5.57,0.0021,active
20,5.4455,0.0096,active
21,5.5936,0.0025,active
22,5.5402,0.0026,active
23,5.3569,0.0053,active
24,5.4464,0.0101,active
25,5.3152,0.0033,active
26,5.1651,0.0032,active
27,5.348,0.0021,active
28,5.363,0.0067,active
29,5.5199,0.0108,active
30,5.2898,0.0021,active
31,5.1457,0.0027,active
32,5.3211,0.006,active
33,5.2726,0.0022,active
34,5.4385,0.0029,active
35,5.4325,0.0115,active
36,5.6163,0.0124,active
37,5.4496,0.0023,active
38,5.4779,0.0056,active
39,5.4118,0.0089,active
40,5.048,0.0088,active
41,5.4127,0.0025,active
42,5.3724,0.0024,active
43,5.6125,0.005,active
44,5.2629,0.0022,active
45,5.3411,0.0024,active
46,5.5791,0.0073,active
47,5.7511,0.0032,active
48,5.3986,0.0102,active
49,5.3947,0.0034,active
50,5.6621,0.0022,active
51,5.5211,0.0048,active
52,5.4341,0.0023,active
53,5.3067,0.0075,active
54,5.1803,0.0021,active
55,5.392,0.0025,active
56,5.1867,0.0098,active
57,5.4154,0.0023,active
58,5.5472,0.0025,active
59,5.6026,0.0039,active
60,5.3021,0.0022,active
61,5.7639,0.0042,active
62,5.5617,0.0053,active
63,5.101,0.0022,active
64,5.5805,0.0023,active
65,5.5279,0.005,active
66,5.3006,0.0022,active
67,5.337,0.004,active
68,5.6167,0.0021,active
69,5.5217,0.0056,active
70,5.377,0.0023,active
71,5.3396,0.0022,active
72,5.6138,0.006,active
73,5.2925,0.0055,active
74,5.3683,0.0063,active
75,5.5838,0.0023,active
76,5.5522,0.0054,active
77,5.4026,0.0121,active
78,5.2324,0.0022,active
79,5.4162,0.0023,active
80,5.388,0.0049,active
81,5.4918,0.0056,active
82,5.4007,0.0055,active
83,5.4598,0.0021,active
84,5.6036,0.003,active
85,5.4765,0.0097,active
86,5.5621,0.0023,active
87,5.3956,0.003,active
88,5.4241,0.0039,active
89,5.0972,0.0034,active
90,5.5546,0.0021,active
91,5.4436,0.0047,active
92,5.577,0.0024,active
93,5.3848,0.0045,active
94,5.742,0.0099,active
95,5.5137,0.0022,active
96,5.2042,0.0021,active
97,5.2828,0.0025,active
98,5.4302,0.0072,active
99,5.3468,0.0087,active
100,5.3631,0.0025,active
101,5.3587,0.012,active
102,5.1711,0.0135,active
103,5.2266,0.011,active
104,5.7767,0.004,active
105,5.3858,0.0053,active
106,5.5016,0.0059,active
107,5.3603,0.0022,active
108,5.4085,0.0062,active
109,5.1153,0.0028,active
110,5.3056,0.0054,active
111,5.4854,0.0119,active
112,5.2552,0.0023,active
113,5.5152,0.0052,active
114,5.5751,0.0033,active
115,5.1503,0.0043,active
116,5.4777,0.0026,active
117,5.6341,0.005,active
118,5.2487,0.0022,active
119,5.6241,0.0022,active
120,5.5957,0.0044,active
121,5.3732,0.0094,active
122,5.5315,0.0119,active
123,5.3328,0.0022,active
124,5.4599,0.0025,active
125,5.0612,0.0024,active
126,5.3108,0.0024,active
127,5.3724,0.012,active
128,5.42,0.0082,active
129,5.3757,0.0029,active
130,5.2277,0.0074,active
131,5.201,0.0034,active
132,5.5149,0.0027,active
133,5.0143,0.0022,active
134,5.3161,0.0037,active
135,5.3856,0.013,active
136,5.1207,0.0093,active
137,5.3431,0.0025,active
138,5.3509,0.0042,active
139,5.8475,0.0021,active
140,5.3276,0.0032,active
141,5.5033,0.0142,active
142,5.1912,0.0022,active
143,5.3184,0.0072,active
144,5.1153,0.0023,active
145,5.4446,0.005,active
146,5.7538,0.0021,active
147,5.2601,0.0022,active
148,5.604,0.0037,active
149,5.4884,0.0128,active
