round,grad_norm,duration_s,status
1,1.2979,0.0185,active
2,1.3706,0.0347,active
3,1.3392,0.0124,active
4,1.3228,0.0244,active
5,1.3034,0.0254,active
6,1.2769,0.0223,active
7,1.2662,0.0279,active
8,1.2324,0.0233,active
9,1.2787,0.0133,active
10,1.1907,0.0201,active
11,1.2238,0.026,active
12,1.1746,0.0274,active
13,1.1573,0.0182,active
14,1.0988,0.0195,active
15,1.1367,0.0108,active
16,1.0655,0.0105,active
17,1.0889,0.0293,active
18,1.0604,0.0282,active
19,0.9917,0.0081,active
20,1.0397,0.0281,active
21,1.0454,0.0104,active
22,1.0168,0.0108,active
23,1.0087,0.0152,active
24,0.9495,0.0289,active
25,0.9799,0.0123,active
26,0.9339,0.0137,active
27,0.8919,0.0089,active
28,0.8897,0.0214,active
29,0.9195,0.0273,active
30,0.9718,0.0203,active
31,0.9247,0.0115,active
32,0.8931,0.0238,active
33,0.8774,0.0087,active
34,0.9105,0.0126,active
35,0.8906,0.0299,active
36,0.8965,0.0275,active
37,0.8552,0.009,active
38,0.8597,0.0149,active
39,0.8499,0.0306,active
40,0.818,0.0282,active
41,0.8267,0.0109,active
42,0.857,0.0104,active
43,0.8465,0.0204,active
44,0.9164,0.0221,active
45,0.8844,0.0095,active
46,0.8346,0.0275,active
47,0.8363,0.0119,active
48,0.8456,0.0268,active
49,0.8352,0.0142,active
50,0.8412,0.0123,active
51,0.8097,0.0201,active
52,0.8195,0.0098,active
53,0.8788,0.0224,active
54,0.8067,0.0203,active
55,0.8349,0.0091,active
56,0.8181,0.0286,active
57,0.7969,0.0179,active
58,0.7998,0.0099,active
59,0.8009,0.0155,active
60,0.9029,0.0095,active
61,0.8159,0.0165,active
62,0.8092,0.0273,active
63,0.7926,0.0245,active
64,0.82,0.0101,active
65,0.7867,0.0211,active
66,0.8168,0.0238,active
67,0.8236,0.0166,active
68,0.7991,0.0094,active
69,0.8307,0.0219,active
70,0.7729,0.022,active
71,0.8163,0.0094,active
72,0.8428,0.022,active
73,0.8056,0.0281,active
74,0.753,0.0292,active
75,0.8506,0.0091,active
76,0.7959,0.0204,active
77,0.8229,0.0258,active
78,0.835,0.0227,active
79,0.8067,0.0096,active
80,0.8124,0.0193,active
81,0.7974,0.0219,active
82,0.8042,0.0277,active
83,0.7924,0.0082,active
84,0.8026,0.0108,active
85,0.8013,0.0276,active
86,0.7813,0.0092,active
87,0.7868,0.0109,active
88,0.7668,0.0147,active
89,0.7585,0.0127,active
90,0.8214,0.0143,active
91,0.7561,0.0201,active
