round,grad_norm,duration_s,status
1,2.8993,0.0585,active
2,2.8193,0.0794,active
3,2.7603,0.0379,active
4,2.737,0.0591,active
5,2.6979,0.0605,active
6,2.6318,0.0734,active
7,2.6245,0.0678,active
8,2.5355,0.0722,active
9,2.4488,0.0486,active
10,2.3529,0.0743,active
11,2.3974,0.081,active
12,2.2951,0.0783,active
13,2.233,0.0643,active
14,2.2051,0.1014,active
15,2.1745,0.0742,active
16,2.1333,0.0344,active
17,2.0339,0.0676,active
18,2.0278,0.0668,active
19,1.9845,0.0328,active
20,1.983,0.0671,active
21,1.933,0.0685,active
22,1.8801,0.033,active
23,1.8775,0.0543,active
24,1.8512,0.0769,active
25,1.8325,0.0525,active
26,1.8121,0.0452,active
27,1.771,0.0306,active
28,1.8155,0.0541,active
29,1.6617,0.0704,active
30,1.7232,0.063,active
31,1.6991,0.0348,active
32,1.636,0.0587,active
33,1.5512,0.068,active
34,1.6854,0.0436,active
35,1.601,0.0672,active
36,1.599,0.0615,active
37,1.5783,0.0525,active
38,1.5826,0.0436,active
39,1.6526,0.0654,active
40,1.5483,0.064,active
41,1.4665,0.0628,active
42,1.4873,0.031,active
43,1.5415,0.0511,active
44,1.3956,0.0622,active
45,1.4749,0.0358,active
46,1.4883,0.072,active
47,1.4894,0.0469,active
48,1.5697,0.0735,active
49,1.4385,0.0428,active
50,1.4475,0.0807,active
51,1.4348,0.0642,active
52,1.4787,0.0361,active
53,1.3832,0.0594,active
54,1.4531,0.0678,active
55,1.3833,0.0356,active
56,1.4456,0.0592,active
57,1.4207,0.0623,active
58,1.4128,0.0454,active
59,1.4708,0.0515,active
60,1.3696,0.0426,active
61,1.3903,0.0477,active
62,1.3538,0.0636,active
63,1.2732,0.0575,active
64,1.2884,0.0322,active
65,1.3602,0.0577,active
66,1.3888,0.0767,active
67,1.374,0.0466,active
68,1.3432,0.0312,active
69,1.3937,0.052,active
70,1.3449,0.0646,active
71,1.3304,0.0362,active
72,1.3635,0.0592,active
73,1.4181,0.0641,active
74,1.4037,0.0707,active
75,1.348,0.0302,active
76,1.3754,0.0499,active
77,1.2995,0.0635,active
78,1.2897,0.0628,active
79,1.2849,0.0306,active
80,1.2849,0.0658,active
81,1.2614,0.0627,active
82,1.3662,0.0609,active
83,1.28,0.0549,active
84,1.3366,0.0322,active
85,1.3327,0.0608,active
86,1.3325,0.0627,active
87,1.2964,0.0485,active
88,1.4883,0.1134,active
89,1.3677,0.1217,active
90,1.3072,0.0841,active
91,1.3183,0.0547,active
92,1.3761,0.034,active
93,1.2983,0.0485,active
94,1.4791,0.0604,active
95,1.3061,0.0668,active
96,1.3758,0.0598,active
97,1.3071,0.0306,active
98,1.3026,0.0604,active
99,1.2869,0.0609,active
100,1.3227,0.0338,active
101,1.3631,0.1304,active
102,1.275,0.1371,active
103,1.3613,0.0519,active
104,1.2957,0.0325,active
105,1.3611,0.0639,active
106,1.385,0.0609,active
107,1.3051,0.0318,active
108,1.2726,0.059,active
109,1.3282,0.0394,active
110,1.3374,0.0579,active
111,1.2822,0.0607,active
112,1.427,0.0367,active
113,1.3298,0.065,active
114,1.4201,0.0451,active
115,1.3542,0.0526,active
116,1.3919,0.0363,active
117,1.2946,0.0544,active
118,1.3571,0.0654,active
119,1.3261,0.03,active
120,1.263,0.0536,active
121,1.3607,0.063,active
122,1.2626,0.0642,active
123,1.3926,0.0659,active
124,1.3409,0.0467,active
125,1.3125,0.0341,active
126,1.3373,0.0344,active
127,1.3519,0.0628,active
128,1.3966,0.0677,active
129,1.3292,0.0345,active
130,1.3614,0.0685,active
131,1.3273,0.0502,active
132,1.3159,0.0361,active
133,1.3645,0.0627,active
134,1.3919,0.0447,active
135,1.3234,0.0668,active
136,1.3637,0.065,active
137,1.3281,0.0353,active
138,1.3326,0.0632,active
139,1.407,0.0597,active
140,1.3564,0.0411,active
141,1.3685,0.0618,active
142,1.2975,0.0313,active
143,1.3465,0.0623,active
144,1.2964,0.0314,active
145,1.3993,0.0579,active
146,1.2525,0.0609,active
147,1.2763,0.0519,active
148,1.3661,0.0469,active
149,1.4197,0.0586,active
150,1.4065,0.031,active
151,1.3296,0.0543,active
152,1.3212,0.0608,active
153,1.2748,0.0321,active
154,1.3727,0.0548,active
155,1.3364,0.0636,active
156,1.3523,0.0503,active
157,1.3528,0.0816,active
158,1.3832,0.0373,active
159,1.3957,0.0649,active
160,1.2753,0.0414,active
161,1.348,0.0592,active
162,1.3327,0.0336,active
163,1.3583,0.0674,active
164,1.3168,0.0315,active
165,1.2409,0.0515,active
166,1.283,0.0598,active
167,1.3351,0.0583,active
168,1.3358,0.031,active
169,1.3582,0.063,active
170,1.3581,0.045,active
171,1.2676,0.0568,active
172,1.2833,0.0336,active
173,1.3713,0.0533,active
174,1.3323,0.0348,active
175,1.2902,0.0549,active
176,1.3121,0.0671,active
177,1.361,0.0329,active
178,1.2798,0.0621,active
179,1.3989,0.0652,active
180,1.3237,0.0355,active
181,1.2635,0.0619,active
182,1.3748,0.0601,active
183,1.3205,0.0527,active
184,1.3751,0.046,active
185,1.2961,0.0351,active
186,1.3128,0.0551,active
187,1.3732,0.0607,active
188,1.2586,0.0638,active
189,1.3671,0.0574,active
190,1.3723,0.0653,active
191,1.2904,0.0592,active
192,1.3131,0.0351,active
193,1.3197,0.0543,active
194,1.2887,0.0635,active
195,1.3554,0.0432,active
196,1.2776,0.0452,active
197,1.2975,0.0822,active
198,1.2879,0.0448,active
199,1.3328,0.0783,active
200,1.3735,0.037,active
201,1.3076,0.057,active
202,1.2998,0.0595,active
203,1.408,0.0666,active
204,1.2836,0.0315,active
205,1.3561,0.0498,active
206,1.3039,0.0592,active
207,1.3377,0.0533,active
208,1.3433,0.036,active
209,1.3517,0.0632,active
210,1.2524,0.0649,active
211,1.2969,0.055,active
212,1.325,0.0483,active
213,1.3846,0.0799,active
214,1.2959,0.0354,active
215,1.4068,0.0621,active
216,1.3424,0.0575,active
217,1.3556,0.0472,active
218,1.3116,0.0408,active
219,1.3069,0.0699,active
220,1.3503,0.0526,active
221,1.2439,0.0431,active
222,1.3415,0.0345,active
223,1.3474,0.0639,active
224,1.287,0.0655,active
225,1.3424,0.0746,active
226,1.2333,0.0754,active
227,1.3094,0.0729,active
228,1.3228,0.0707,active
229,1.3333,0.0874,active
230,1.3325,0.0552,active
