round,grad_norm,duration_s,status
142,0.6239,0.098,active
143,0.6456,0.1141,active
144,0.6372,0.2009,active
145,0.6306,0.1562,active
146,0.6483,0.1045,active
147,0.6256,0.0951,active
148,0.6352,0.1276,active
149,0.6456,0.104,active
150,0.6451,0.0968,active
151,0.6271,0.1146,active
152,0.6397,0.1051,active
153,0.6234,0.1039,active
154,0.6404,0.1041,active
155,0.6503,0.0929,active
156,0.6447,0.1144,active
157,0.6249,0.0987,active
158,0.6227,0.1004,active
159,0.6378,0.114,active
160,0.621,0.0974,active
161,0.6393,0.0956,active
162,0.6217,0.0894,active
163,0.6344,0.1718,active
164,0.6192,0.127,active
165,0.6472,0.1299,active
166,0.6417,0.1147,active
167,0.6137,0.0942,active
168,0.6233,0.1026,active
169,0.6248,0.1066,active
170,0.6415,0.1015,active
171,0.6103,0.0956,active
172,0.648,0.0908,active
173,0.6285,0.1022,active
174,0.6318,0.1233,active
175,0.6323,0.0993,active
176,0.6236,0.1039,active
177,0.6517,0.091,active
178,0.6288,0.1223,active
179,0.639,0.112,active
180,0.6366,0.1126,active
181,0.6257,0.1243,active
182,0.627,0.1127,active
183,0.651,0.1146,active
184,0.6192,0.1409,active
185,0.6461,0.1102,active
186,0.6282,0.116,active
187,0.6455,0.1263,active
188,0.6311,0.113,active
189,0.6429,0.1099,active
190,0.6017,0.0934,active
191,0.6209,0.196,active
192,0.6159,0.1235,active
193,0.6327,0.0892,active
194,0.6548,0.096,active
195,0.6358,0.1068,active
196,0.6409,0.0985,active
197,0.6428,0.0925,active
198,0.6304,0.1252,active
199,0.6403,0.1124,active
200,0.6252,0.1134,active
201,0.6187,0.1108,active
202,0.6315,0.1096,active
203,0.6328,0.1046,active
204,0.6462,0.0941,active
205,0.6446,0.1113,active
206,0.6561,0.0905,active
207,0.6351,0.0791,active
208,0.6529,0.0972,active
209,0.6257,0.1308,active
210,0.6452,0.1013,active
211,0.6718,0.118,active
212,0.6298,0.1244,active
213,0.6465,0.1079,active
214,0.6501,0.1059,active
215,0.6351,0.1071,active
216,0.6479,0.0902,active
217,0.6501,0.1107,active
218,0.6384,0.1377,active
219,0.641,0.1236,active
220,0.6505,0.1313,active
221,0.6689,0.1356,active
222,0.626,0.1559,active
223,0.6555,0.1229,active
224,0.6199,0.0929,active
225,0.6306,0.096,active
226,0.6534,0.1066,active
227,0.6529,0.0993,active
228,0.6442,0.1066,active
229,0.6403,0.0925,active
230,0.6336,0.1054,active
