round,grad_norm,duration_s,status
1,1.1311,0.2258,active
2,0.9026,0.2538,active
3,0.8003,0.2817,active
4,0.775,0.2178,active
5,0.7045,0.2164,active
6,0.6867,0.1776,active
7,0.6662,0.1655,active
8,0.6585,0.1848,active
9,0.6433,0.1782,active
10,0.6261,0.1408,active
11,0.6477,0.1411,active
12,0.6514,0.1442,active
13,0.6546,0.1399,active
14,0.626,0.1307,active
15,0.6374,0.1569,active
16,0.6256,0.144,active
17,0.6321,0.142,active
18,0.6418,0.1438,active
19,0.6558,0.1346,active
20,0.6275,0.1421,active
21,0.6335,0.1339,active
22,0.6497,0.1414,active
23,0.6461,0.138,active
24,0.6442,0.1502,active
25,0.633,0.1492,active
26,0.651,0.2418,active
27,0.6484,0.3792,active
28,0.6583,0.5136,active
29,0.6493,0.2701,active
30,0.6569,0.307,active
31,0.6472,0.2038,active
32,0.6453,0.1973,active
33,0.6569,0.1696,active
34,0.6239,0.1449,active
35,0.6291,0.262,active
36,0.6438,0.1795,active
37,0.634,0.1503,active
38,0.6362,0.2073,active
39,0.6435,0.2103,active
40,0.6195,0.1798,active
41,0.6413,0.2293,active
42,0.6311,0.4281,active
43,0.6405,0.2289,active
44,0.65,0.2086,active
45,0.6425,0.2493,active
46,0.6254,0.3041,active
47,0.6365,0.2689,active
48,0.6436,0.1991,active
49,0.6217,0.1932,active
50,0.6304,0.2231,active
51,0.6443,0.2068,active
52,0.6296,0.3217,active
53,0.6275,0.2865,active
54,0.6232,0.206,active
55,0.6408,0.205,active
56,0.6214,0.2487,active
57,0.6149,0.2419,active
58,0.6096,0.2678,active
59,0.6235,0.1879,active
60,0.6199,0.2298,active
61,0.6498,0.3013,active
62,0.6374,0.2226,active
63,0.6385,0.1939,active
64,0.6375,0.2193,active
65,0.6313,0.2177,active
66,0.643,0.2574,active
67,0.6206,0.2144,active
68,0.6386,0.2924,active
69,0.6373,0.3067,active
70,0.647,0.4294,active
71,0.6362,0.3174,active
72,0.6137,0.1615,active
73,0.6431,0.2158,active
74,0.6204,0.2121,active
75,0.6321,0.2646,active
76,0.6259,0.2111,active
77,0.619,0.1707,active
78,0.6282,0.179,active
79,0.6244,0.3641,active
80,0.6379,0.2912,active
81,0.6364,0.24,active
82,0.6328,0.4868,active
83,0.6446,0.3695,active
84,0.6344,0.3733,active
85,0.6597,0.2146,active
86,0.6301,0.2804,active
87,0.6437,0.2849,active
88,0.6364,0.216,active
89,0.6308,0.2087,active
90,0.6293,0.2031,active
91,0.6223,0.1808,active
92,0.6545,0.2002,active
93,0.6328,0.1817,active
94,0.6615,0.2648,active
95,0.6422,0.2075,active
96,0.6179,0.2395,active
97,0.6202,0.2847,active
98,0.6293,0.2374,active
99,0.6607,0.2243,active
100,0.6405,0.2313,active
101,0.6361,0.2564,active
102,0.6377,0.3115,active
103,0.6487,0.2403,active
104,0.624,0.2027,active
105,0.6467,0.2555,active
106,0.61,0.2173,active
107,0.639,0.2095,active
108,0.6337,0.2665,active
109,0.6246,0.2015,active
110,0.6318,0.1889,active
111,0.6328,0.173,active
112,0.661,0.2194,active
113,0.613,0.1903,active
114,0.6601,0.1489,active
115,0.6289,0.157,active
116,0.6301,0.2155,active
117,0.6217,0.1885,active
118,0.6216,0.2918,active
119,0.6367,0.1728,active
120,0.6353,0.1509,active
121,0.6351,0.177,active
122,0.6443,0.264,active
123,0.6488,0.2503,active
124,0.6383,0.1561,active
125,0.6591,0.1443,active
126,0.6206,0.1697,active
127,0.6435,0.1707,active
128,0.6284,0.1458,active
129,0.6279,0.1665,active
130,0.6383,0.1382,active
131,0.6253,0.1392,active
132,0.6475,0.1679,active
133,0.6338,0.1443,active
134,0.6475,0.1434,active
135,0.6508,0.1444,active
136,0.6314,0.1437,active
137,0.6488,0.1457,active
138,0.6176,0.145,active
139,0.64,0.1387,active
140,0.6149,0.1351,active
141,0.6507,0.101,active
