round,grad_norm,duration_s,status
1,0.4642,0.0617,active
2,0.4576,0.0456,active
3,0.4528,0.0465,active
4,0.4455,0.0532,active
5,0.4181,0.0502,active
6,0.4316,0.0643,active
7,0.4218,0.0334,active
8,0.4255,0.0529,active
9,0.4164,0.058,active
10,0.4173,0.0375,active
11,0.4164,0.0517,active
12,0.4102,0.0587,active
13,0.4096,0.0606,active
14,0.4098,0.0549,active
15,0.4039,0.0489,active
16,0.4092,0.0333,active
17,0.3983,0.0496,active
18,0.4084,0.0607,active
19,0.407,0.0476,active
20,0.3889,0.0549,active
21,0.4037,0.0553,active
22,0.404,0.0522,active
23,0.4153,0.0606,active
24,0.415,0.0571,active
25,0.4131,0.0626,active
26,0.4015,0.0408,active
27,0.4223,0.0537,active
28,0.4156,0.0467,active
29,0.4182,0.0556,active
30,0.408,0.0666,active
31,0.4099,0.0578,active
32,0.4106,0.0603,active
33,0.4148,0.0426,active
34,0.4174,0.046,active
35,0.4177,0.052,active
36,0.4144,0.0487,active
37,0.4274,0.0512,active
38,0.4096,0.0579,active
39,0.4107,0.0491,active
40,0.4079,0.0332,active
41,0.4139,0.0433,active
42,0.4178,0.074,active
43,0.4199,0.0654,active
44,0.4164,0.0698,active
45,0.4206,0.0559,active
46,0.4098,0.0475,active
47,0.4166,0.0489,active
48,0.4134,0.0548,active
49,0.4139,0.0452,active
50,0.4133,0.052,active
51,0.4121,0.0546,active
52,0.4146,0.0567,active
53,0.4172,0.0512,active
54,0.4063,0.0469,active
55,0.4144,0.0475,active
56,0.4084,0.0384,active
57,0.4216,0.0317,active
58,0.4139,0.05,active
59,0.4074,0.0392,active
60,0.4177,0.0525,active
61,0.4231,0.0482,active
62,0.4086,0.0451,active
63,0.4109,0.0527,active
64,0.4181,0.0476,active
65,0.4133,0.0438,active
66,0.4167,0.0594,active
67,0.3976,0.0349,active
68,0.4097,0.0476,active
69,0.4173,0.0449,active
70,0.4116,0.0548,active
71,0.4028,0.1252,active
72,0.4171,0.0517,active
73,0.431,0.0552,active
74,0.4228,0.0364,active
75,0.4092,0.05,active
76,0.4108,0.0519,active
77,0.4086,0.0543,active
78,0.4157,0.0397,active
79,0.4004,0.0394,active
80,0.412,0.0288,active
81,0.4035,0.0492,active
82,0.4096,0.0541,active
83,0.4197,0.0434,active
84,0.4289,0.046,active
85,0.4111,0.0374,active
86,0.4216,0.0504,active
87,0.4204,0.0518,active
88,0.4204,0.0507,active
