round,grad_norm,duration_s,status
139,0.1345,0.0075,active
140,0.1274,0.0112,active
141,0.1314,0.0204,active
142,0.1292,0.008,active
143,0.1265,0.0078,active
144,0.1351,0.0069,active
145,0.1349,0.008,active
146,0.13,0.0131,active
147,0.1263,0.0104,active
148,0.1282,0.0122,active
149,0.1344,0.0151,active
150,0.1297,0.0093,active
151,0.1343,0.0093,active
152,0.1302,0.0199,active
153,0.1279,0.0072,active
154,0.1338,0.0098,active
155,0.1308,0.017,active
156,0.1335,0.0115,active
157,0.1281,0.0218,active
158,0.1331,0.0146,active
159,0.126,0.0079,active
160,0.13,0.0066,active
161,0.1329,0.0076,active
162,0.1291,0.0111,active
163,0.1344,0.009,active
164,0.1285,0.0092,active
165,0.1301,0.023,active
166,0.1328,0.014,active
167,0.1307,0.0093,active
168,0.1312,0.0071,active
169,0.1313,0.0213,active
170,0.1324,0.0068,active
171,0.133,0.0079,active
172,0.1303,0.019,active
173,0.1353,0.021,active
174,0.1369,0.0154,active
175,0.1367,0.0178,active
176,0.1261,0.0082,active
177,0.1371,0.0081,active
178,0.1332,0.013,active
179,0.1354,0.0081,active
180,0.1319,0.0208,active
181,0.1254,0.0231,active
182,0.133,0.0206,active
183,0.1282,0.021,active
184,0.1291,0.0222,active
185,0.1352,0.0201,active
186,0.1305,0.0171,active
187,0.1326,0.0092,active
188,0.1314,0.0147,active
189,0.1295,0.0109,active
190,0.1324,0.0071,active
191,0.1305,0.0081,active
192,0.1327,0.0135,active
193,0.1314,0.0068,active
194,0.1291,0.0071,active
195,0.1331,0.007,active
196,0.1312,0.0076,active
197,0.1307,0.0128,active
198,0.1294,0.0071,active
199,0.1358,0.0184,active
200,0.129,0.0133,active
201,0.129,0.0091,active
202,0.1327,0.0232,active
203,0.1369,0.0213,active
204,0.1283,0.0133,active
205,0.1315,0.019,active
206,0.1308,0.0127,active
207,0.133,0.0129,active
208,0.1358,0.0169,active
209,0.1296,0.0165,active
210,0.1306,0.0076,active
211,0.1325,0.0068,active
212,0.1322,0.0187,active
213,0.1344,0.0114,active
214,0.1295,0.0075,active
215,0.1297,0.0122,active
216,0.1316,0.0218,active
217,0.1302,0.0091,active
218,0.1279,0.0146,active
219,0.1291,0.0126,active
220,0.131,0.0076,active
221,0.1266,0.0082,active
222,0.1315,0.0133,active
223,0.1268,0.0156,active
224,0.1291,0.0073,active
225,0.132,0.0093,active
226,0.1332,0.0131,active
227,0.1279,0.0156,active
228,0.1326,0.0153,active
229,0.1316,0.0065,active
230,0.1299,0.0155,active
