round,grad_norm,duration_s,status
88,0.583,0.1,active
89,0.5821,0.2078,active
90,0.5871,0.1666,active
91,0.5453,0.1183,active
92,0.5814,0.1071,active
93,0.5856,0.1136,active
94,0.5637,0.0974,active
95,0.5753,0.1129,active
96,0.5695,0.1323,active
97,0.5693,0.1101,active
98,0.5661,0.1296,active
99,0.5827,0.1258,active
100,0.5759,0.1191,active
101,0.5797,0.1158,active
102,0.5821,0.1189,active
103,0.5831,0.1278,active
104,0.5847,0.1207,active
105,0.5784,0.1008,active
106,0.5726,0.1089,active
107,0.5862,0.1217,active
108,0.5877,0.1191,active
109,0.5666,0.156,active
110,0.5565,0.0898,active
111,0.5737,0.1116,active
112,0.5634,0.1149,active
113,0.5795,0.1176,active
114,0.5989,0.1184,active
115,0.5785,0.0806,active
116,0.561,0.1254,active
117,0.5861,0.1123,active
118,0.5695,0.1351,active
119,0.5659,0.1154,active
120,0.5759,0.1191,active
121,0.5721,0.125,active
122,0.5808,0.1266,active
123,0.59,0.1338,active
124,0.548,0.1245,active
125,0.5632,0.1363,active
126,0.5821,0.1075,active
127,0.5716,0.0987,active
128,0.5827,0.121,active
129,0.5772,0.1032,active
130,0.5835,0.1171,active
131,0.5557,0.1567,active
132,0.5941,0.1586,active
133,0.5934,0.111,active
134,0.5873,0.0883,active
135,0.5678,0.1191,active
136,0.5727,0.1072,active
137,0.5828,0.1176,active
138,0.5701,0.1227,active
139,0.5785,0.138,active
140,0.5616,0.1113,active
141,0.5825,0.1243,active
142,0.5619,0.0997,active
143,0.5613,0.1074,active
144,0.5883,0.1044,active
145,0.5993,0.1197,active
146,0.5765,0.1301,active
147,0.5911,0.1078,active
148,0.5557,0.1155,active
149,0.5546,0.1195,active
150,0.5784,0.1109,active
151,0.5778,0.1133,active
152,0.5799,0.1205,active
153,0.569,0.1167,active
154,0.5833,0.1049,active
155,0.5647,0.1269,active
156,0.5509,0.1078,active
157,0.5634,0.1351,active
158,0.5606,0.1125,active
159,0.5714,0.0984,active
160,0.5793,0.1299,active
161,0.576,0.1145,active
162,0.5838,0.1212,active
163,0.5828,0.1071,active
164,0.5585,0.1133,active
165,0.5836,0.1289,active
166,0.5923,0.1279,active
167,0.5887,0.0981,active
168,0.5506,0.099,active
169,0.5679,0.1264,active
170,0.5546,0.108,active
171,0.5966,0.1047,active
172,0.5827,0.2148,active
173,0.5616,0.1314,active
174,0.5721,0.0926,active
175,0.5589,0.1181,active
176,0.5675,0.1434,active
177,0.5703,0.1531,active
178,0.5718,0.1091,active
179,0.5743,0.1235,active
180,0.5644,0.1246,active
181,0.5854,0.1282,active
182,0.5606,0.1111,active
183,0.5934,0.1198,active
184,0.5684,0.1384,active
185,0.5739,0.1216,active
186,0.5545,0.1241,active
187,0.5758,0.1063,active
188,0.5755,0.0994,active
189,0.5787,0.1394,active
190,0.5762,0.121,active
191,0.5882,0.107,active
192,0.5695,0.1172,active
193,0.5783,0.1152,active
194,0.5767,0.1263,active
195,0.5655,0.1053,active
196,0.5835,0.12,active
197,0.5527,0.1391,active
198,0.5668,0.1249,active
199,0.5761,0.1137,active
200,0.5543,0.1367,active
201,0.5695,0.112,active
202,0.5569,0.1114,active
203,0.5862,0.1017,active
204,0.5647,0.1424,active
205,0.5531,0.1045,active
206,0.5696,0.1151,active
207,0.561,0.1189,active
208,0.5699,0.1205,active
209,0.575,0.122,active
210,0.5668,0.133,active
211,0.5674,0.1422,active
212,0.5715,0.1016,active
213,0.5739,0.1168,active
214,0.5581,0.1147,active
215,0.5786,0.2142,active
216,0.5787,0.1481,active
217,0.5728,0.1073,active
218,0.58,0.1208,active
219,0.5652,0.0994,active
220,0.5549,0.1141,active
221,0.5589,0.0816,active
222,0.5552,0.1236,active
223,0.5758,0.1217,active
224,0.587,0.1196,active
225,0.5727,0.1281,active
226,0.5739,0.1273,active
227,0.57,0.1166,active
228,0.5959,0.1177,active
229,0.5693,0.1221,active
230,0.5702,0.1194,active
