round,grad_norm,duration_s,status
1,1.1069,0.0164,active
2,1.051,0.01,active
3,0.9623,0.0282,active
4,0.8782,0.0292,active
5,0.778,0.0096,active
6,0.6205,0.0097,active
7,0.5034,0.0196,active
8,0.4401,0.0161,active
9,0.3915,0.0164,active
10,0.3579,0.0158,active
11,0.3344,0.0121,active
12,0.3008,0.0115,active
13,0.2924,0.0225,active
14,0.2773,0.011,active
15,0.2818,0.013,active
16,0.2652,0.0138,active
17,0.2605,0.0126,active
18,0.2497,0.0322,active
19,0.2519,0.0139,active
20,0.2531,0.0111,active
21,0.2493,0.0168,active
22,0.2601,0.0195,active
23,0.2544,0.0127,active
24,0.2638,0.0116,active
25,0.2378,0.012,active
26,0.2512,0.0151,active
27,0.256,0.0288,active
28,0.2609,0.0181,active
29,0.248,0.0072,active
30,0.2452,0.0092,active
31,0.2744,0.0211,active
32,0.2564,0.0287,active
33,0.242,0.0096,active
34,0.2887,0.0144,active
35,0.2491,0.0299,active
36,0.2464,0.028,active
37,0.2494,0.0089,active
38,0.2488,0.011,active
39,0.2533,0.0091,active
40,0.2532,0.0091,active
41,0.2407,0.0239,active
42,0.2555,0.0233,active
43,0.2356,0.0083,active
44,0.2448,0.0097,active
45,0.2557,0.029,active
46,0.2368,0.0089,active
47,0.2456,0.0126,active
48,0.2421,0.0202,active
49,0.2472,0.011,active
50,0.2463,0.0224,active
51,0.2437,0.0067,active
52,0.2595,0.0104,active
53,0.2342,0.0248,active
54,0.2483,0.0268,active
55,0.2561,0.0069,active
56,0.2628,0.0294,active
57,0.2566,0.0069,active
58,0.2578,0.0156,active
59,0.233,0.0312,active
60,0.2334,0.0129,active
61,0.2608,0.01,active
62,0.254,0.0267,active
63,0.2487,0.0275,active
64,0.2553,0.0275,active
65,0.2485,0.0092,active
66,0.2443,0.0266,active
67,0.2673,0.0093,active
68,0.2502,0.0212,active
69,0.2456,0.0066,active
70,0.2747,0.0094,active
71,0.2672,0.0115,active
72,0.2349,0.0206,active
73,0.2354,0.0067,active
74,0.2471,0.0225,active
75,0.256,0.0085,active
76,0.2488,0.0226,active
77,0.2413,0.0262,active
78,0.2494,0.0271,active
79,0.268,0.0239,active
80,0.2513,0.0091,active
81,0.2359,0.0184,active
82,0.2521,0.0269,active
83,0.2678,0.0067,active
84,0.2519,0.023,active
85,0.254,0.0067,active
86,0.2351,0.0128,active
87,0.2442,0.0167,active
88,0.2503,0.009,active
89,0.2689,0.0294,active
90,0.245,0.01,active
91,0.2364,0.0222,active
92,0.2358,0.0073,active
93,0.2544,0.0246,active
94,0.2576,0.0069,active
95,0.2381,0.0217,active
96,0.2359,0.0242,active
97,0.2407,0.0279,active
98,0.2343,0.0244,active
99,0.241,0.0087,active
100,0.2528,0.0115,active
