round,grad_norm,duration_s,status
1,5.0545,0.0132,active
2,5.5704,0.0038,active
3,5.3045,0.0044,active
4,5.2236,0.004,active
5,5.45,0.0031,active
6,5.4346,0.0027,active
7,5.2763,0.0023,active
8,5.4953,0.0028,active
9,5.4628,0.0026,active
10,5.4987,0.0157,active
11,5.1784,0.0029,active
12,5.2191,0.0026,active
13,5.3165,0.003,active
14,5.569,0.0041,active
15,5.5064,0.0027,active
16,5.3987,0.0024,active
17,5.3127,0.0022,active
18,5.4802,0.0046,active
19,5.3556,0.0053,active
20,5.2243,0.0061,active
21,5.1506,0.0041,active
22,5.3861,0.0046,active
23,5.4288,0.0029,active
24,5.129,0.0035,active
25,5.4761,0.0067,active
26,5.2207,0.008,active
27,5.3359,0.0117,active
28,5.5214,0.0134,active
29,5.3421,0.0065,active
30,5.2463,0.0033,active
31,5.4902,0.0035,active
32,5.3158,0.0041,active
33,5.2363,0.0056,active
34,5.4977,0.0119,active
35,5.5073,0.004,active
36,5.5284,0.0044,active
37,5.3696,0.0028,active
38,5.4579,0.0039,active
39,5.2071,0.0084,active
40,5.1656,0.0025,active
41,5.5522,0.0028,active
42,5.4362,0.0075,active
43,5.2636,0.0044,active
44,5.2882,0.0135,active
45,5.5316,0.0135,active
46,5.4799,0.0022,active
47,5.404,0.0024,active
48,5.2821,0.0025,active
49,5.4198,0.0024,active
50,5.3325,0.0035,active
51,5.3644,0.0024,active
52,5.1264,0.0025,active
53,5.6275,0.0029,active
54,5.5864,0.003,active
55,5.5264,0.0033,active
56,5.5826,0.0085,active
57,5.0351,0.0027,active
58,5.2735,0.0029,active
59,5.2401,0.0075,active
60,5.3376,0.0133,active
61,5.3636,0.0128,active
62,5.5215,0.0026,active
63,5.327,0.0089,active
64,5.2936,0.0128,active
65,5.3964,0.0023,active
66,5.0993,0.0122,active
67,5.592,0.0123,active
68,5.4479,0.0068,active
69,5.2137,0.0031,active
70,5.6277,0.0027,active
71,5.662,0.0022,active
72,5.3533,0.0049,active
73,5.3497,0.0037,active
74,5.778,0.0028,active
75,5.3869,0.0035,active
76,5.6453,0.0059,active
77,5.5409,0.0033,active
78,5.4846,0.003,active
79,5.3563,0.0033,active
80,5.5822,0.0052,active
81,5.4474,0.0023,active
82,5.6467,0.0022,active
83,5.3405,0.0022,active
84,5.5417,0.0025,active
85,5.4135,0.003,active
86,5.3761,0.0053,active
87,5.4116,0.0079,active
88,5.7246,0.0106,active
89,5.3901,0.0023,active
90,5.6756,0.0022,active
91,5.3569,0.0022,active
92,5.4951,0.0025,active
93,5.635,0.0029,active
94,5.1867,0.0051,active
95,5.4314,0.0132,active
96,5.2348,0.0125,active
97,5.4875,0.0135,active
98,5.8797,0.0074,active
99,5.4114,0.0074,active
100,5.0227,0.0126,active
101,5.4123,0.012,active
102,5.4195,0.0069,active
103,5.6659,0.012,active
104,5.4549,0.003,active
105,5.102,0.0133,active
106,5.4522,0.0126,active
107,5.3308,0.0091,active
108,5.5639,0.0121,active
109,5.4478,0.0029,active
110,5.3748,0.0034,active
111,5.287,0.0082,active
112,5.3999,0.0157,active
113,5.6114,0.0129,active
114,5.6046,0.0062,active
115,5.9346,0.0055,active
116,5.7192,0.0034,active
117,5.3954,0.0028,active
118,5.591,0.0024,active
119,5.3688,0.0034,active
120,5.3636,0.0077,active
121,5.2926,0.0136,active
122,5.5109,0.0058,active
123,5.6307,0.0034,active
124,5.5806,0.0029,active
125,5.315,0.0026,active
126,5.4191,0.0026,active
127,5.5341,0.0029,active
128,5.309,0.0029,active
129,5.3408,0.003,active
130,5.3876,0.0073,active
131,5.4877,0.0133,active
132,5.4489,0.0113,active
133,4.991,0.0126,active
134,5.172,0.0133,active
135,5.1306,0.0126,active
136,5.5522,0.0099,active
137,5.3,0.0028,active
138,5.4056,0.0132,active
139,5.4657,0.0065,active
140,5.4556,0.0072,active
141,6.0795,0.0051,active
142,5.371,0.0022,active
143,5.2236,0.0124,active
144,5.4501,0.0074,active
145,5.5046,0.0041,active
146,5.1387,0.0075,active
147,5.4896,0.0024,active
