round,grad_norm,duration_s,status
115,1.2714,0.1017,active
116,1.2678,0.0818,active
117,1.2389,0.0743,active
118,1.2202,0.0626,active
119,1.2801,0.042,active
120,1.2179,0.0674,active
121,1.3141,0.0671,active
122,1.2972,0.0993,active
123,1.3198,0.0826,active
124,1.2595,0.0703,active
125,1.236,0.0654,active
126,1.2366,0.0635,active
127,1.3193,0.0721,active
128,1.2303,0.0738,active
129,1.3257,0.042,active
130,1.2054,0.0527,active
131,1.2278,0.0665,active
132,1.262,0.0649,active
133,1.1695,0.0629,active
134,1.1898,0.0633,active
135,1.2936,0.0633,active
136,1.3033,0.0698,active
137,1.2724,0.0735,active
138,1.268,0.0735,active
139,1.2245,0.0589,active
140,1.2887,0.1019,active
141,1.2304,0.0819,active
142,1.2088,0.0677,active
143,1.2877,0.0943,active
144,1.222,0.0829,active
145,1.2662,0.0887,active
146,1.2822,0.092,active
147,1.2427,0.085,active
148,1.2913,0.0966,active
149,1.2304,0.0669,active
150,1.2456,0.0777,active
151,1.2632,0.0706,active
152,1.2866,0.0487,active
153,1.2533,0.0669,active
154,1.2769,0.0651,active
155,1.3209,0.0748,active
156,1.2722,0.0972,active
157,1.2615,0.046,active
158,1.2417,0.0672,active
159,1.3004,0.0593,active
160,1.2892,0.0668,active
161,1.2386,0.0872,active
162,1.2688,0.0446,active
163,1.2141,0.0736,active
164,1.2529,0.0699,active
165,1.2865,0.0668,active
166,1.2504,0.0583,active
167,1.2355,0.0652,active
168,1.2362,0.0532,active
169,1.1758,0.0523,active
170,1.2783,0.054,active
171,1.2524,0.068,active
172,1.2951,0.0662,active
173,1.2456,0.0654,active
174,1.3126,0.0626,active
175,1.2843,0.0648,active
176,1.2889,0.0682,active
177,1.3028,0.0664,active
178,1.2672,0.0715,active
179,1.2534,0.0675,active
180,1.2727,0.0673,active
181,1.2382,0.0753,active
182,1.1498,0.0586,active
183,1.2879,0.0483,active
184,1.2877,0.0805,active
185,1.2989,0.0472,active
186,1.2016,0.0622,active
187,1.2188,0.0728,active
188,1.1902,0.0579,active
189,1.2362,0.1017,active
190,1.3336,0.0715,active
191,1.2275,0.0469,active
192,1.2371,0.0579,active
193,1.2935,0.0663,active
194,1.2756,0.0733,active
195,1.2155,0.0563,active
196,1.2337,0.0628,active
197,1.2655,0.0643,active
198,1.1959,0.0642,active
199,1.1928,0.0617,active
200,1.2407,0.0691,active
201,1.2695,0.0707,active
202,1.2556,0.0891,active
203,1.2284,0.067,active
204,1.2749,0.0647,active
205,1.2396,0.067,active
206,1.2238,0.0601,active
207,1.2454,0.0624,active
208,1.2957,0.0665,active
209,1.2366,0.0647,active
210,1.2531,0.0655,active
211,1.2342,0.0694,active
212,1.3285,0.0691,active
213,1.1822,0.0618,active
214,1.3526,0.0635,active
215,1.2419,0.1294,active
216,1.206,0.1454,active
217,1.182,0.0576,active
218,1.2268,0.0438,active
219,1.3002,0.0789,active
220,1.2734,0.0973,active
221,1.2828,0.1224,active
222,1.2463,0.0863,active
223,1.2797,0.0648,active
224,1.1898,0.0534,active
225,1.1992,0.0651,active
226,1.1885,0.0693,active
227,1.2538,0.0714,active
228,1.2427,0.068,active
229,1.2357,0.0613,active
230,1.2622,0.0657,active
